Wenner_1
4.0000
11
1
Type of measurement (0=app. resistivity,1=resistance)
0
278
2
0
4     160.00       4.71     232.00       4.09     184.00       5.28     208.00       4.73     53.03059 
4     168.00       4.91     240.00       3.92     192.00       5.20     216.00       4.49     59.37821 
4     176.00       5.13     248.00       3.66     200.00       4.95     224.00       4.30     59.71524 
4     184.00       5.28     256.00       3.33     208.00       4.73     232.00       4.09     53.42205 
4     192.00       5.20     264.00       2.96     216.00       4.49     240.00       3.92     48.94446 
4     200.00       4.95     272.00       2.57     224.00       4.30     248.00       3.66     42.50424 
4     208.00       4.73     280.00       2.14     232.00       4.09     256.00       3.33     41.47731 
4       0.00       8.97      96.00       5.54      32.00       7.74      64.00       6.49     90.68255 
4       8.00       8.27     104.00       5.30      40.00       7.46      72.00       6.20     84.34367 
4      16.00       7.58     112.00       5.16      48.00       7.18      80.00       6.03     86.89897 
4      24.00       7.61     120.00       5.09      56.00       6.83      88.00       5.75     77.09357 
4      32.00       7.74     128.00       4.96      64.00       6.49      96.00       5.54     68.26736 
4      40.00       7.46     136.00       4.85      72.00       6.20     104.00       5.30     65.91856 
4      48.00       7.18     144.00       4.74      80.00       6.03     112.00       5.16     63.30938 
4      56.00       6.83     152.00       4.66      88.00       5.75     120.00       5.09     64.62955 
4      64.00       6.49     160.00       4.71      96.00       5.54     128.00       4.96     63.89567 
4      72.00       6.20     168.00       4.91     104.00       5.30     136.00       4.85     65.01197 
4      80.00       6.03     176.00       5.13     112.00       5.16     144.00       4.74     65.32100 
4      88.00       5.75     184.00       5.28     120.00       5.09     152.00       4.66     69.42207 
4      96.00       5.54     192.00       5.20     128.00       4.96     160.00       4.71     74.03804 
4     104.00       5.30     200.00       4.95     136.00       4.85     168.00       4.91     71.91040 
4     112.00       5.16     208.00       4.73     144.00       4.74     176.00       5.13     69.60724 
4     120.00       5.09     216.00       4.49     152.00       4.66     184.00       5.28     63.74307 
4     128.00       4.96     224.00       4.30     160.00       4.71     192.00       5.20     57.80389 
4     136.00       4.85     232.00       4.09     168.00       4.91     200.00       4.95     58.58804 
4     144.00       4.74     240.00       3.92     176.00       5.13     208.00       4.73     61.32490 
4     152.00       4.66     248.00       3.66     184.00       5.28     216.00       4.49     68.30194 
4     160.00       4.71     256.00       3.33     192.00       5.20     224.00       4.30     72.08392 
4     168.00       4.91     264.00       2.96     200.00       4.95     232.00       4.09     63.95418 
4     176.00       5.13     272.00       2.57     208.00       4.73     240.00       3.92     64.42828 
4     184.00       5.28     280.00       2.14     216.00       4.49     248.00       3.66     58.24884 
4       0.00       8.97     120.00       5.09      40.00       7.46      80.00       6.03     99.87224 
4       8.00       8.27     128.00       4.96      48.00       7.18      88.00       5.75     93.86124 
4      16.00       7.58     136.00       4.85      56.00       6.83      96.00       5.54     92.48749 
4      24.00       7.61     144.00       4.74      64.00       6.49     104.00       5.30     78.89745 
4      32.00       7.74     152.00       4.66      72.00       6.20     112.00       5.16     75.61135 
4      40.00       7.46     160.00       4.71      80.00       6.03     120.00       5.09     74.25267 
4      48.00       7.18     168.00       4.91      88.00       5.75     128.00       4.96     74.41001 
