turrialba mixed_wd
2.00
11
0
Type of measurement (0=app.resistivity,1=resistance)
1
1494
2
0
4 12.00 0.00 8.00 0.00 0.00 0.00 4.00 0.00 2.71859
4 16.00 0.00 12.00 0.00 0.00 0.00 4.00 0.00 0.874603
4 16.00 0.00 12.00 0.00 4.00 0.00 8.00 0.00 2.88838
4 20.00 0.00 16.00 0.00 0.00 0.00 4.00 0.00 0.346292
4 24.00 0.00 20.00 0.00 0.00 0.00 4.00 0.00 0.253743
4 20.00 0.00 16.00 0.00 4.00 0.00 8.00 0.00 0.790774
4 24.00 0.00 16.00 0.00 0.00 0.00 8.00 0.00 1.87082
4 24.00 0.00 20.00 0.00 4.00 0.00 8.00 0.00 0.478643
4 20.00 0.00 16.00 0.00 8.00 0.00 12.00 0.00 2.04447
4 28.00 0.00 24.00 0.00 0.00 0.00 4.00 0.00 0.118877
4 28.00 0.00 20.00 0.00 4.00 0.00 12.00 0.00 1.86711
4 28.00 0.00 24.00 0.00 4.00 0.00 8.00 0.00 0.195141
4 32.00 0.00 24.00 0.00 0.00 0.00 8.00 0.00 0.457672
4 32.00 0.00 28.00 0.00 0.00 0.00 4.00 0.00 0.0565339
4 24.00 0.00 20.00 0.00 8.00 0.00 12.00 0.00 0.894077
4 28.00 0.00 24.00 0.00 8.00 0.00 12.00 0.00 0.29737
4 32.00 0.00 28.00 0.00 4.00 0.00 8.00 0.00 0.0846807
4 24.00 0.00 20.00 0.00 12.00 0.00 16.00 0.00 2.91953
4 36.00 0.00 24.00 0.00 0.00 0.00 12.00 0.00 1.03091
4 36.00 0.00 32.00 0.00 0.00 0.00 4.00 0.00 0.0361642
4 32.00 0.00 28.00 0.00 8.00 0.00 12.00 0.00 0.117844
4 36.00 0.00 28.00 0.00 4.00 0.00 12.00 0.00 0.322886
4 36.00 0.00 32.00 0.00 4.00 0.00 8.00 0.00 0.0512346
4 28.00 0.00 24.00 0.00 12.00 0.00 16.00 0.00 0.553149
4 40.00 0.00 32.00 0.00 0.00 0.00 8.00 0.00 0.15376
4 40.00 0.00 36.00 0.00 0.00 0.00 4.00 0.00 0.0276284
4 32.00 0.00 24.00 0.00 8.00 0.00 16.00 0.00 1.14884
4 40.00 0.00 28.00 0.00 4.00 0.00 16.00 0.00 0.735716
4 28.00 0.00 24.00 0.00 16.00 0.00 20.00 0.00 3.00257
4 36.00 0.00 32.00 0.00 8.00 0.00 12.00 0.00 0.06737
4 40.00 0.00 36.00 0.00 4.00 0.00 8.00 0.00 0.0361135
4 32.00 0.00 28.00 0.00 12.00 0.00 16.00 0.00 0.178475
4 44.00 0.00 40.00 0.00 4.00 0.00 8.00 0.00 0.0214179
4 48.00 0.00 36.00 0.00 0.00 0.00 12.00 0.00 0.216614
4 36.00 0.00 32.00 0.00 12.00 0.00 16.00 0.00 0.0914861
4 32.00 0.00 28.00 0.00 16.00 0.00 20.00 0.00 0.54002
4 40.00 0.00 32.00 0.00 8.00 0.00 16.00 0.00 0.263793
4 48.00 0.00 40.00 0.00 0.00 0.00 8.00 0.00 0.0633958
4 40.00 0.00 36.00 0.00 8.00 0.00 12.00 0.00 0.0453867
4 44.00 0.00 36.00 0.00 4.00 0.00 12.00 0.00 0.130172
4 36.00 0.00 28.00 0.00 12.00 0.00 20.00 0.00 1.02433
4 48.00 0.00 32.00 0.00 0.00 0.00 16.00 0.00 0.574019
4 44.00 0.00 32.00 0.00 8.00 0.00 20.00 0.00 0.70965
4 36.00 0.00 32.00 0.00 16.00 0.00 20.00 0.00 0.21212
4 40.00 0.00 36.00 0.00 12.00 0.00 16.00 0.00 0.0573636
4 44.00 0.00 40.00 0.00 8.00 0.00 12.00 0.00 0.0259184
4 32.00 0.00 28.00 0.00 20.00 0.00 24.00 0.00 3.35539
4 40.00 0.00 36.00 0.00 16.00 0.00 20.00 0.00 0.116676
4 52.00 0.00 44.00 0.00 4.00 0.00 12.00 0.00 0.0550638
4 40.00 0.00 32.00 0.00 16.00 0.00 24.00 0.00 1.37356
4 52.00 0.00 36.00 0.00 4.00 0.00 20.00 0.00 0.53669
4 44.00 0.00 40.00 0.00 12.00 0.00 16.00 0.00 0.0311888
4 44.00 0.00 36.00 0.00 12.00 0.00 20.00 0.00 0.264417
4 56.00 0.00 48.00 0.00 0.00 0.00 8.00 0.00 0.0413989
4 48.00 0.00 40.00 0.00 8.00 0.00 16.00 0.00 0.0915076
4 48.00 0.00 44.00 0.00 8.00 0.00 12.00 0.00 0.0156127
4 36.00 0.00 32.00 0.00 20.00 0.00 24.00 0.00 0.721203
4 52.00 0.00 40.00 0.00 4.00 0.00 16.00 0.00 0.167536
4 44.00 0.00 40.00 0.00 16.00 0.00 20.00 0.00 0.057375
4 60.00 0.00 48.00 0.00 0.00 0.00 12.00 0.00 0.091308
4 40.00 0.00 36.00 0.00 20.00 0.00 24.00 0.00 0.32173
4 36.00 0.00 32.00 0.00 24.00 0.00 28.00 0.00 3.47776
4 48.00 0.00 36.00 0.00 12.00 0.00 24.00 0.00 0.854055
