61
# x y z
0	2660	0
4	2658.8551593774	0
8	2657.8388613339	0
12	2657	0
16	2656.387469506	0
20	2656.0501639823	0
24	2656.0330772269	0
28	2656.2914953963	0
32	2656.6909970049	0
36	2657.0936970032	0
40	2657.4145592668	0
42	2657.5490655619	0
44	2657.6711881469	0
46	2657.7846016577	0
48	2657.8929807302	0
50	2658	0
52	2658.1086368504	0
54	2658.2190796536	0
56	2658.3308195292	0
58	2658.4433475968	0
60	2658.5561549759	0
62	2658.6687327862	0
64	2658.7805721473	0
66	2658.8911641787	0
68	2659	0
70	2659.1067467824	0
72	2659.2117759035	0
74	2659.3156347927	0
76	2659.4188708791	0
78	2659.522031592	0
80	2659.6256643607	0
82	2659.7303166144	0
84	2659.8365357823	0
86	2659.9448692938	0
88	2660.0558431365	0
90	2660.1694901433	0
92	2660.285349992	0
94	2660.402940919	0
96	2660.5217811606	0
98	2660.6413889532	0
100	2660.761282533	0
102	2660.8809801365	0
104	2661	0
106	2661.1181143664	0
108	2661.236111505	0
110	2661.3550336916	0
112	2661.4759232021	0
114	2661.5998223124	0
116	2661.7277732982	0
118	2661.8608184355	0
120	2662	0
124	2662.2972641285	0
128	2662.6095169614	0
132	2662.9230323904	0
136	2663.2240843074	0
140	2663.4989466043	0
144	2663.7338931728	0
148	2663.9151979048	0
152	2664.0291346921	0
156	2664.0619774266	0
160	2664	0
1149
# a b m n rhoa k err ip iperr response residual
4	3	1	2	2.20327558408097e+02	8.10448265924560e+01	3.01839189504436e-02	0.00000000000000e+00	0.00000000000000e+00	2.24251764720090e+02	-5.84881952432949e-01
5	4	1	2	2.92364456708419e+02	3.34282297914260e+02	3.05716876491722e-02	0.00000000000000e+00	0.00000000000000e+00	2.79535724104257e+02	1.46773266700330e+00
5	4	2	3	2.25426622923198e+02	7.80459504746231e+01	3.01731072165802e-02	0.00000000000000e+00	0.00000000000000e+00	2.26350894585543e+02	-1.35608086830680e-01
6	5	1	2	2.96953319831801e+02	8.57523691136830e+02	3.14438695139400e-02	0.00000000000000e+00	0.00000000000000e+00	2.90467872144691e+02	7.02266589916664e-01
6	5	2	3	2.50740258858884e+02	3.17081955186566e+02	3.06322916723258e-02	0.00000000000000e+00	0.00000000000000e+00	2.41338304847084e+02	1.24763353572529e+00
6	5	3	4	1.58099796767287e+02	7.73303884069249e+01	3.02445619475424e-02	0.00000000000000e+00	0.00000000000000e+00	1.62857077395768e+02	-9.80226848170504e-01
7	5	1	3	3.05636537495831e+02	1.63370589598643e+02	3.02672628589127e-02	0.00000000000000e+00	0.00000000000000e+00	2.97805366899134e+02	8.57575665955099e-01
7	6	1	2	4.49328143171398e+02	1.77080359002038e+03	3.19705015331578e-02	0.00000000000000e+00	0.00000000000000e+00	4.46230652047034e+02	2.16370598008694e-01
7	6	2	3	3.87117135709976e+02	8.08780062302030e+02	3.10446192995548e-02	0.00000000000000e+00	0.00000000000000e+00	3.80843982508336e+02	5.26259536186583e-01
7	6	3	4	2.81533988060409e+02	3.14887727073931e+02	3.05592357236213e-02	0.00000000000000e+00	0.00000000000000e+00	2.81277033035765e+02	2.98801008256909e-02
