x y
0.00 0.00
4.00 0.00
8.00 0.00
12.00 0.00
16.00 0.00
20.00 0.00
24.00 0.00
28.00 0.00
32.00 0.00
36.00 0.00
40.00 0.00
44.00 0.00
46.00 0.00
48.00 0.00
52.00 0.00
56.00 0.00
60.00 0.00
64.00 0.00
68.00 0.00
72.00 0.00
76.00 0.00
80.00 0.00
84.00 0.00
88.00 0.00
92.00 0.00
96.00 0.00
-20.00 0.00
112.00 0.00
-4.00 0.00
